time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_bike	arrivals_bike	stuck_bike	en-route_bike	departures_car	arrivals_car	stuck_car	en-route_car	departures_pedestrian	arrivals_pedestrian	stuck_pedestrian	en-route_pedestrian	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
19:50:00	71400	85	101	0	1410	0	2	0	104	12	21	0	682	2	2	0	7	10	11	0	569	61	65	0	48
19:55:00	71700	118	125	0	1403	0	2	0	102	23	37	0	668	0	1	0	6	11	6	0	574	84	79	0	53
20:00:00	72000	65	102	0	1366	0	1	0	101	7	33	0	642	0	2	0	4	10	6	0	578	48	60	0	41
20:05:00	72300	50	88	0	1328	0	0	0	101	1	20	0	623	0	1	0	3	5	21	0	562	44	46	0	39
20:10:00	72600	18	46	0	1300	0	2	0	99	0	5	0	618	0	3	0	0	2	5	0	559	16	31	0	24
20:15:00	72900	8	19	0	1289	0	0	0	99	0	5	0	613	0	0	0	0	0	3	0	556	8	11	0	21
20:20:00	73200	27	42	0	1274	0	1	0	98	1	20	0	594	0	0	0	0	2	1	0	557	24	20	0	25
20:25:00	73500	35	64	0	1245	0	1	0	97	4	24	0	574	0	0	0	0	0	3	0	554	31	36	0	20
20:30:00	73800	28	59	0	1214	0	3	0	94	2	19	0	557	0	0	0	0	1	0	0	555	25	37	0	8
20:35:00	74100	26	40	0	1200	0	0	0	94	1	20	0	538	0	0	0	0	1	2	0	554	24	18	0	14
20:40:00	74400	21	41	0	1180	0	2	0	92	1	17	0	522	0	0	0	0	0	0	0	554	20	22	0	12
20:45:00	74700	33	54	0	1159	0	1	0	91	3	21	0	504	0	0	0	0	2	2	0	554	28	30	0	10
20:50:00	75000	42	65	0	1136	0	4	0	87	1	15	0	490	0	0	0	0	2	19	0	537	39	27	0	22
20:55:00	75300	41	66	0	1111	0	6	0	81	1	11	0	480	0	0	0	0	5	14	0	528	35	35	0	22
21:00:00	75600	62	92	0	1081	0	2	0	79	4	26	0	458	0	0	0	0	5	19	0	514	53	45	0	30
21:05:00	75900	49	82	0	1048	0	1	0	78	6	28	0	436	0	0	0	0	2	4	0	512	41	49	0	22
21:10:00	76200	26	60	0	1014	0	6	0	72	0	19	0	417	0	0	0	0	1	0	0	513	25	35	0	12
21:15:00	76500	27	51	0	990	0	3	0	69	0	23	0	394	0	0	0	0	1	0	0	514	26	25	0	13
21:20:00	76800	13	32	0	971	0	0	0	69	0	13	0	381	0	0	0	0	0	0	0	514	13	19	0	7
21:25:00	77100	11	23	0	959	0	1	0	68	0	10	0	371	0	0	0	0	0	0	0	514	11	12	0	6
21:30:00	77400	14	28	0	945	0	3	0	65	1	9	0	363	0	0	0	0	0	0	0	514	13	16	0	3
21:35:00	77700	11	21	0	935	0	0	0	65	0	11	0	352	0	0	0	0	0	0	0	514	11	10	0	4
21:40:00	78000	12	19	0	928	0	1	0	64	0	11	0	341	0	0	0	0	0	0	0	514	12	7	0	9
21:45:00	78300	8	19	0	917	0	0	0	64	1	6	0	336	0	0	0	0	0	0	0	514	7	13	0	3
21:50:00	78600	10	17	0	910	0	1	0	63	1	7	0	330	0	0	0	0	0	0	0	514	9	9	0	3
21:55:00	78900	3	8	0	905	0	0	0	63	0	3	0	327	0	0	0	0	0	0	0	514	3	5	0	1
22:00:00	79200	5	7	0	903	0	0	0	63	0	3	0	324	0	0	0	0	0	2	0	512	5	2	0	4
22:05:00	79500	5	13	0	895	0	1	0	62	0	4	0	320	0	0	0	0	0	0	0	512	5	8	0	1
22:10:00	79800	2	3	0	894	0	0	0	62	0	1	0	319	0	0	0	0	0	0	0	512	2	2	0	1
22:15:00	80100	8	14	0	888	0	1	0	61	0	7	0	312	0	0	0	0	0	0	0	512	8	6	0	3
22:20:00	80400	6	11	0	883	0	1	0	60	0	4	0	308	0	0	0	0	1	0	0	513	5	6	0	2
22:25:00	80700	6	10	0	879	0	0	0	60	1	4	0	305	0	0	0	0	0	0	0	513	5	6	0	1
22:30:00	81000	1	3	0	877	0	0	0	60	0	1	0	304	0	0	0	0	0	0	0	513	1	2	0	0
22:35:00	81300	4	7	0	874	0	0	0	60	0	4	0	300	0	0	0	0	0	0	0	513	4	3	0	1
22:40:00	81600	5	10	0	869	0	0	0	60	0	5	0	295	0	0	0	0	0	0	0	513	5	5	0	1
22:45:00	81900	9	16	0	862	0	0	0	60	0	9	0	286	0	0	0	0	0	0	0	513	9	7	0	3
22:50:00	82200	9	19	0	852	0	0	0	60	0	9	0	277	0	0	0	0	0	0	0	513	9	10	0	2
22:55:00	82500	16	20	0	848	0	0	0	60	0	3	0	274	0	0	0	0	2	11	0	504	14	6	0	10
23:00:00	82800	3	11	0	840	0	2	0	58	0	1	0	273	0	0	0	0	0	0	0	504	3	8	0	5
23:05:00	83100	0	3	0	837	0	0	0	58	0	0	0	273	0	0	0	0	0	0	0	504	0	3	0	2
23:10:00	83400	2	5	0	834	0	0	0	58	0	2	0	271	0	0	0	0	0	0	0	504	2	3	0	1
23:15:00	83700	1	2	0	833	0	0	0	58	0	1	0	270	0	0	0	0	0	0	0	504	1	1	0	1
23:20:00	84000	0	1	0	832	0	0	0	58	0	0	0	270	0	0	0	0	0	0	0	504	0	1	0	0
23:25:00	84300	0	0	0	832	0	0	0	58	0	0	0	270	0	0	0	0	0	0	0	504	0	0	0	0
23:30:00	84600	0	0	0	832	0	0	0	58	0	0	0	270	0	0	0	0	0	0	0	504	0	0	0	0
23:35:00	84900	52	57	0	827	0	1	0	57	1	3	0	268	0	0	0	0	6	39	0	471	45	14	0	31
23:40:00	85200	38	65	0	800	0	0	0	57	0	4	0	264	0	0	0	0	1	33	0	439	37	28	0	40
23:45:00	85500	5	40	0	765	0	2	0	55	0	2	0	262	0	0	0	0	0	0	0	439	5	36	0	9
23:50:00	85800	7	16	0	756	0	0	0	55	0	6	0	256	0	0	0	0	0	0	0	439	7	10	0	6
23:55:00	86100	7	13	0	750	0	0	0	55	0	6	0	250	0	0	0	0	1	0	0	440	6	7	0	5
24:00:00	86400	7	16	0	741	0	1	0	54	0	6	0	244	0	0	0	0	0	0	0	440	7	9	0	3
24:05:00	86700	20	26	0	735	0	3	0	51	0	4	0	240	0	0	0	0	5	8	0	437	15	11	0	7
24:10:00	87000	22	30	0	727	0	1	0	50	1	5	0	236	0	0	0	0	4	9	0	432	17	15	0	9
24:15:00	87300	35	57	0	705	0	6	0	44	0	5	0	231	0	0	0	0	1	22	0	411	34	24	0	19
24:20:00	87600	7	24	0	688	0	4	0	40	0	3	0	228	0	0	0	0	0	0	0	411	7	17	0	9
24:25:00	87900	0	3	0	685	0	0	0	40	0	0	0	228	0	0	0	0	0	0	0	411	0	3	0	6
24:30:00	88200	1	3	0	683	0	0	0	40	0	1	0	227	0	0	0	0	0	0	0	411	1	2	0	5
24:35:00	88500	13	15	0	681	0	1	0	39	0	1	0	226	0	0	0	0	0	11	0	400	13	2	0	16
24:40:00	88800	31	48	0	664	0	2	0	37	0	10	0	216	0	0	0	0	3	15	0	388	28	21	0	23
24:45:00	89100	120	156	0	628	0	3	0	34	3	13	0	206	0	0	0	0	14	83	0	319	103	57	0	69
24:50:00	89400	40	96	0	572	0	0	0	34	3	14	0	195	0	0	0	0	2	17	0	304	35	65	0	39
24:55:00	89700	22	55	0	539	0	2	0	32	1	16	0	180	0	0	0	0	1	1	0	304	20	36	0	23
25:00:00	90000	20	40	0	519	0	1	0	31	2	15	0	167	0	0	0	0	0	0	0	304	18	24	0	17
25:05:00	90300	24	55	0	488	0	1	0	30	0	23	0	144	0	0	0	0	0	0	0	304	24	31	0	10
25:10:00	90600	19	43	0	464	0	0	0	30	1	17	0	128	0	0	0	0	0	0	0	304	18	26	0	2
25:15:00	90900	19	29	0	454	0	1	0	29	0	18	0	110	0	0	0	0	0	0	0	304	19	10	0	11
25:20:00	91200	78	107	0	425	0	9	0	20	3	21	0	92	0	0	0	0	8	33	0	279	67	44	0	34
25:25:00	91500	120	163	0	382	0	7	0	13	3	28	0	67	0	0	0	0	12	67	0	224	105	61	0	78
25:30:00	91800	92	164	0	310	0	2	0	11	0	19	0	48	0	0	0	0	6	61	0	169	86	82	0	82
25:35:00	92100	167	249	0	228	0	10	0	1	3	23	0	28	0	0	0	0	37	87	0	119	127	129	0	80
25:40:00	92400	55	124	0	159	0	0	0	1	1	18	0	11	0	0	0	0	5	29	0	95	49	77	0	52
25:45:00	92700	18	47	0	130	0	1	0	0	0	5	0	6	0	0	0	0	5	6	0	94	13	35	0	30
25:50:00	93000	7	25	0	112	0	0	0	0	0	3	0	3	0	0	0	0	1	3	0	92	6	19	0	17
25:55:00	93300	1	9	0	104	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	92	1	8	0	10
26:00:00	93600	4	10	0	98	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	94	2	8	0	4
26:05:00	93900	0	3	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	3	0	1
26:10:00	94200	0	1	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	1	0	0
26:15:00	94500	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:20:00	94800	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:25:00	95100	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:30:00	95400	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:35:00	95700	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:40:00	96000	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:45:00	96300	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:50:00	96600	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
26:55:00	96900	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:00:00	97200	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:05:00	97500	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:10:00	97800	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:15:00	98100	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:20:00	98400	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:25:00	98700	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:30:00	99000	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:35:00	99300	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:40:00	99600	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:45:00	99900	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:50:00	100200	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
27:55:00	100500	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:00:00	100800	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:05:00	101100	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:10:00	101400	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:15:00	101700	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:20:00	102000	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:25:00	102300	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:30:00	102600	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:35:00	102900	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:40:00	103200	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:45:00	103500	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:50:00	103800	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
28:55:00	104100	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:00:00	104400	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:05:00	104700	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:10:00	105000	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:15:00	105300	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:20:00	105600	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:25:00	105900	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:30:00	106200	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:35:00	106500	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:40:00	106800	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:45:00	107100	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:50:00	107400	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
29:55:00	107700	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
30:00:00	108000	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
